Year,Quarter,Origin,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,N.W.T.,Nvt.,Total
1999,1,Y.T.,14,0,0,0,0,69,4,15,120,179,0,9,3,413
1999,1,N.W.T.,42,0,16,0,12,70,5,18,334,101,10,0,38,646
1999,1,Nvt.,34,0,10,0,16,46,6,3,39,17,0,55,0,226
1999,2,N.L.,0,100,691,192,40,1503,53,70,846,217,14,45,37,3808
1999,2,P.E.I.,30,0,204,82,39,258,12,7,104,21,11,11,2,781
1999,2,N.S.,339,190,0,776,198,1704,115,50,635,306,32,16,18,4379
1999,2,N.B.,118,149,722,0,533,1116,57,78,461,159,0,6,6,3405
1999,2,Que.,65,4,279,555,0,7014,146,42,828,952,0,18,23,9926
1999,2,Ont.,890,216,1589,1046,3299,0,986,415,3411,4059,24,123,74,16132
1999,2,Man.,30,12,99,43,122,1642,0,678,1329,618,15,43,32,4663
1999,2,Sask.,27,7,70,57,48,645,770,0,3380,994,33,51,19,6101
1999,2,Alta.,692,92,636,430,378,3379,932,1801,0,4680,93,251,38,13402
1999,2,B.C.,278,77,426,204,681,4996,623,756,8099,0,243,102,21,16506
1999,2,Y.T.,12,13,11,8,15,21,31,0,187,140,0,4,2,444
1999,2,N.W.T.,36,0,86,39,9,128,35,33,372,109,10,0,54,911
1999,2,Nvt.,30,0,44,17,13,84,43,5,41,19,1,79,0,376
1999,3,N.L.,0,67,582,196,24,1372,102,66,827,189,10,23,19,3477
1999,3,P.E.I.,45,0,127,101,43,210,23,0,132,13,0,0,0,694
1999,3,N.S.,404,159,0,606,399,1961,148,103,666,565,0,24,17,5052
1999,3,N.B.,82,146,741,0,734,1440,130,59,574,248,0,11,14,4179
1999,3,Que.,74,39,307,587,0,7573,194,50,1028,1038,45,21,30,10986
1999,3,Ont.,970,224,1789,1032,4344,0,1217,482,3718,4542,33,41,43,18435
1999,3,Man.,33,0,131,98,171,1587,0,767,1680,1124,20,36,30,5677
1999,3,Sask.,37,8,112,76,121,899,624,0,4115,1054,16,62,13,7137
1999,3,Alta.,687,59,793,546,715,3795,1057,2089,0,5931,84,216,21,15993
1999,3,B.C.,213,71,681,278,1008,4884,952,985,8309,0,172,104,24,17681
1999,3,Y.T.,27,0,0,10,0,100,45,19,224,237,0,8,1,671
1999,3,N.W.T.,10,10,16,22,4,73,44,71,409,50,24,0,64,797
1999,3,Nvt.,9,6,11,16,14,52,27,24,30,8,1,65,0,263
1999,4,N.L.,0,3,233,101,12,688,49,0,476,84,2,12,13,1673
1999,4,P.E.I.,18,0,138,68,21,95,0,5,78,4,10,0,0,437
1999,4,N.S.,204,118,0,399,94,930,98,35,425,172,2,18,14,2509
1999,4,N.B.,89,60,382,0,401,547,54,24,220,42,5,0,0,1824
1999,4,Que.,24,13,170,211,0,3702,75,54,518,586,0,12,18,5383
1999,4,Ont.,576,119,1159,573,2259,0,658,253,1897,2572,44,45,51,10206
1999,4,Man.,40,17,86,44,86,772,0,311,1009,532,0,4,3,2904
1999,4,Sask.,37,12,51,15,66,440,334,0,1944,601,16,25,7,3548
1999,4,Alta.,348,102,346,274,297,2418,564,1198,0,3014,42,151,16,8770
1999,4,B.C.,187,26,283,179,465,2668,439,458,4976,0,103,50,10,9844
1999,4,Y.T.,0,0,7,0,17,48,11,41,78,143,0,10,1,356
1999,4,N.W.T.,6,0,30,12,2,60,26,0,226,27,7,0,34,430
1999,4,Nvt.,7,0,16,10,6,46,17,0,15,4,0,34,0,155
2000,1,N.L.,0,55,552,149,78,1596,36,58,1036,71,4,43,46,3724
2000,1,P.E.I.,57,0,203,97,21,219,0,0,105,40,0,0,0,742
2000,1,N.S.,162,166,0,577,212,1647,66,27,745,220,0,3,2,3827
2000,1,N.B.,153,114,596,0,318,1075,42,28,369,106,0,13,16,2830
2000,1,Que.,73,39,109,390,0,5269,109,82,556,538,6,14,21,7206
2000,1,Ont.,789,126,1074,806,2632,0,994,335,2464,2969,4,22,23,12238
2000,1,Man.,30,12,84,61,77,1179,0,504,1286,627,13,28,23,3924
2000,1,Sask.,29,4,62,4,0,566,732,0,3026,710,24,18,5,5180
2000,1,Alta.,395,42,521,212,268,2640,765,1477,0,3681,59,229,24,10313
2000,1,B.C.,187,26,430,171,509,4211,779,491,6817,0,126,103,21,13871
2000,1,Y.T.,5,0,14,0,0,38,4,13,249,127,0,18,2,470
2000,1,N.W.T.,51,0,20,5,8,96,13,41,385,157,19,0,46,841
2000,1,Nvt.,60,0,10,4,29,73,9,14,27,26,2,46,0,300
2000,2,N.L.,0,108,548,217,72,1756,13,13,763,164,9,62,64,3789
2000,2,P.E.I.,26,0,181,161,0,210,0,25,9,63,0,3,7,685
2000,2,N.S.,389,237,0,771,232,2253,80,34,734,332,11,46,35,5154
2000,2,N.B.,116,105,745,0,499,1339,46,31,532,203,0,9,11,3636
2000,2,Que.,62,30,279,618,0,6966,92,86,661,694,0,28,44,9560
2000,2,Ont.,927,191,1406,921,3326,0,1096,440,3411,3687,74,83,93,15655
2000,2,Man.,61,12,131,52,152,1603,0,753,1387,817,7,28,23,5026
2000,2,Sask.,32,37,104,34,72,773,760,0,3936,827,12,41,10,6638
2000,2,Alta.,476,51,504,394,423,3562,814,2147,0,4289,97,194,20,12971
2000,2,B.C.,147,41,448,175,712,5281,657,820,8150,0,138,90,20,16679
2000,2,Y.T.,0,7,18,4,10,60,4,3,151,189,0,13,2,461
2000,2,N.W.T.,21,0,27,5,9,75,46,30,326,128,24,0,56,747
2000,2,Nvt.,25,0,15,4,27,56,30,10,22,20,2,58,0,269
2000,3,N.L.,0,22,726,187,104,1241,75,40,761,206,0,46,60,3468
2000,3,P.E.I.,30,0,233,113,11,233,17,22,119,38,2,5,8,831
2000,3,N.S.,370,229,0,753,363,2428,182,77,877,574,6,38,31,5928
2000,3,N.B.,157,101,867,0,863,1593,54,29,542,253,0,29,18,4506
2000,3,Que.,68,18,398,618,0,8229,178,123,875,1031,18,21,30,11607
2000,3,Ont.,998,190,2042,1104,4834,0,1031,719,3558,4589,12,109,75,19261
2000,3,Man.,51,23,177,107,198,1438,0,811,1735,1072,0,51,55,5718
2000,3,Sask.,24,30,129,8,139,895,679,0,3584,1045,7,43,8,6591
2000,3,Alta.,462,46,758,514,826,3918,1107,1908,0,5904,92,206,27,15768
2000,3,B.C.,179,41,532,170,969,5134,816,901,8053,0,149,131,21,17096
2000,3,Y.T.,24,0,0,23,0,84,20,20,165,181,0,12,2,531
2000,3,N.W.T.,32,7,55,22,9,80,47,39,302,88,34,0,55,770
2000,3,Nvt.,27,5,50,14,13,54,48,9,29,20,3,70,0,342
2000,4,N.L.,0,40,225,148,10,815,28,16,652,95,7,7,9,2052
2000,4,P.E.I.,35,0,79,87,38,100,0,0,77,19,0,0,0,435
2000,4,N.S.,209,102,0,435,172,1211,19,48,554,260,5,7,5,3027
2000,4,N.B.,80,86,351,0,370,617,65,20,378,113,0,0,0,2080
2000,4,Que.,15,31,76,281,0,3523,92,12,383,463,6,13,16,4911
2000,4,Ont.,563,133,971,515,2570,0,608,267,2030,2886,19,52,37,10651
2000,4,Man.,27,11,48,31,108,974,0,317,1101,594,11,13,15,3250
2000,4,Sask.,29,7,49,27,39,426,468,0,2682,656,16,39,8,4446
2000,4,Alta.,325,65,311,176,320,2107,568,1177,0,3063,68,132,18,8330
2000,4,B.C.,130,41,385,133,372,3295,405,463,5767,0,88,57,10,11146
2000,4,Y.T.,0,0,0,0,37,32,7,17,132,131,0,11,3,370
2000,4,N.W.T.,22,0,0,3,0,75,14,45,251,35,4,0,31,480
2000,4,Nvt.,19,0,0,3,0,52,15,12,25,8,0,40,0,174
2001,1,N.L.,0,86,501,194,50,1488,32,56,616,101,0,52,71,3247
2001,1,P.E.I.,16,0,164,55,27,137,9,0,59,29,0,0,0,496
2001,1,N.S.,254,132,0,671,141,1710,51,23,541,250,11,19,16,3819
2001,1,N.B.,117,71,485,0,344,948,44,24,283,166,13,17,10,2522
2001,1,Que.,41,11,118,334,0,3976,76,26,309,495,6,11,14,5417
2001,1,Ont.,856,203,1018,678,2447,0,935,208,1810,2872,56,28,18,11129
2001,1,Man.,24,0,57,5,74,1233,0,433,1090,658,0,12,16,3602
2001,1,Sask.,4,0,93,26,35,457,608,0,2832,567,5,14,3,4644
2001,1,Alta.,295,61,440,179,253,2163,540,1145,0,3186,36,152,21,8471
2001,1,B.C.,94,30,200,147,358,2951,490,628,5041,0,106,77,12,10134
2001,1,Y.T.,0,0,8,0,0,5,0,20,146,132,0,25,4,340
2001,1,N.W.T.,16,0,18,10,27,63,12,25,216,115,10,0,34,546
2001,1,Nvt.,13,0,15,9,43,45,13,6,21,26,0,43,0,234
2001,2,N.L.,0,60,365,184,55,1459,59,33,807,138,0,28,37,3225
2001,2,P.E.I.,15,0,134,76,9,219,25,11,94,47,0,3,7,640
2001,2,N.S.,285,150,0,579,172,1942,105,174,773,318,16,56,46,4616
2001,2,N.B.,53,127,647,0,511,956,64,52,380,144,6,13,8,2961
2001,2,Que.,58,50,199,483,0,6507,86,31,623,743,24,19,25,8848
2001,2,Ont.,679,147,1408,898,3262,0,1237,262,2960,3800,81,69,49,14852
2001,2,Man.,40,6,98,79,99,1535,0,505,1174,797,26,7,10,4376
2001,2,Sask.,43,0,49,66,60,630,592,0,3382,812,29,43,8,5714
2001,2,Alta.,511,83,344,229,361,2814,571,1627,0,4275,64,197,27,11103
2001,2,B.C.,159,77,435,165,596,4550,493,573,5998,0,113,77,12,13248
2001,2,Y.T.,0,7,31,0,0,31,21,0,100,259,0,29,6,484
2001,2,N.W.T.,26,26,13,0,20,85,8,25,221,69,4,0,44,541
2001,2,Nvt.,24,12,11,0,32,58,9,6,21,15,0,54,0,242
2001,3,N.L.,0,31,593,203,45,995,67,24,1047,175,7,36,0,3223
2001,3,P.E.I.,27,0,183,95,18,162,9,6,134,34,0,4,1,673
2001,3,N.S.,310,222,0,661,339,2149,183,112,1150,459,0,66,37,5688
2001,3,N.B.,107,166,777,0,874,1407,126,92,839,280,0,0,0,4668
2001,3,Que.,30,19,274,690,0,6770,143,61,1009,1002,0,41,11,10050
2001,3,Ont.,1170,208,1960,1112,5369,0,1256,607,4082,4955,39,123,35,20916
2001,3,Man.,64,15,111,96,171,1827,0,776,1984,1070,19,53,18,6204
2001,3,Sask.,45,24,97,23,93,630,749,0,4257,1165,37,20,33,7173
2001,3,Alta.,577,60,710,489,575,3798,979,2101,0,6588,85,238,28,16228
2001,3,B.C.,175,52,480,235,900,4568,817,797,9565,0,103,210,0,17902
2001,3,Y.T.,0,0,17,10,0,60,23,12,146,219,0,26,9,522
2001,3,N.W.T.,65,2,59,5,0,136,28,34,324,74,43,0,5,775
2001,3,Nvt.,0,2,0,21,34,58,18,0,52,8,21,62,0,276
2001,4,N.L.,0,0,334,86,12,562,33,4,564,75,0,0,56,1726
2001,4,P.E.I.,31,0,55,109,12,93,3,0,73,22,0,3,2,403
2001,4,N.S.,196,104,0,390,71,982,81,24,689,385,0,0,0,2922
2001,4,N.B.,90,99,378,0,404,628,12,13,549,112,5,0,0,2290
2001,4,Que.,30,11,169,234,0,3124,51,12,408,398,24,14,19,4494
2001,4,Ont.,698,105,1053,602,2785,0,852,318,2438,2317,31,56,47,11302
2001,4,Man.,8,2,103,48,63,783,0,446,1295,590,0,44,29,3411
2001,4,Sask.,9,0,33,47,31,293,375,0,2650,704,0,74,0,4216
2001,4,Alta.,323,55,334,195,480,1945,657,1380,0,3563,83,112,10,9137
2001,4,B.C.,97,11,386,84,442,2628,397,476,5477,0,103,27,24,10152
2001,4,Y.T.,9,0,17,0,0,30,0,8,60,88,0,8,0,220
2001,4,N.W.T.,0,3,20,24,0,57,0,12,262,111,6,0,4,499
2001,4,Nvt.,17,3,30,0,26,52,21,20,21,0,0,11,0,201
2002,1,N.L.,0,90,503,199,30,1359,34,60,758,83,0,79,67,3262
2002,1,P.E.I.,41,0,164,60,21,137,1,0,42,29,0,3,1,499
2002,1,N.S.,258,108,0,756,157,1624,66,16,553,260,25,34,9,3866
2002,1,N.B.,104,92,536,0,341,920,42,20,428,138,18,23,0,2662
2002,1,Que.,31,8,109,355,0,3660,69,31,391,430,6,0,30,5120
2002,1,Ont.,957,183,1120,668,2586,0,985,187,2086,2774,35,77,0,11658
2002,1,Man.,38,0,57,9,74,1133,0,495,1004,651,0,44,15,3520
2002,1,Sask.,10,0,115,13,28,529,692,0,3244,639,24,27,0,5321
2002,1,Alta.,302,35,461,243,334,2315,607,1424,0,3890,35,163,23,9832
2002,1,B.C.,104,16,244,193,413,2951,526,630,6196,0,144,91,8,11516
2002,1,Y.T.,0,0,11,0,0,10,0,15,184,181,0,29,0,430
2002,1,N.W.T.,24,3,0,5,53,53,19,27,303,145,20,0,71,723
2002,1,Nvt.,44,3,30,12,38,97,24,0,21,24,0,54,0,347
2002,2,N.L.,0,85,512,203,130,1337,72,89,1130,254,0,80,33,3925
2002,2,P.E.I.,55,0,173,149,51,332,18,20,125,74,0,3,2,1002
2002,2,N.S.,433,193,0,794,248,1952,136,47,506,335,12,33,64,4753
2002,2,N.B.,130,79,702,0,547,1097,42,21,455,156,0,34,45,3308
2002,2,Que.,131,70,227,498,0,6220,206,150,812,796,6,23,35,9174
2002,2,Ont.,1110,275,1789,1198,4941,0,1291,420,4688,4809,78,95,159,20853
2002,2,Man.,51,19,189,112,202,1557,0,666,1549,756,25,18,25,5169
2002,2,Sask.,46,13,16,68,126,755,654,0,4027,886,0,101,16,6708
2002,2,Alta.,594,86,757,441,540,3135,812,2151,0,5232,100,272,63,14183
2002,2,B.C.,211,76,433,253,830,4996,688,722,7593,0,200,86,57,16145
2002,2,Y.T.,0,6,0,17,40,45,17,0,95,154,0,23,0,397
2002,2,N.W.T.,14,2,10,5,0,74,48,51,307,48,14,0,15,588
2002,2,Nvt.,18,3,0,0,14,58,31,21,43,21,0,49,0,258
2002,3,N.L.,0,35,579,192,45,1118,46,30,1005,171,3,31,0,3255
2002,3,P.E.I.,24,0,206,84,13,160,18,5,121,39,8,7,4,689
2002,3,N.S.,388,183,0,696,409,2139,127,133,1098,449,0,46,14,5682
2002,3,N.B.,136,122,747,0,832,1409,103,55,619,242,0,0,0,4265
2002,3,Que.,29,13,251,652,0,6502,110,46,854,973,0,28,10,9468
2002,3,Ont.,1163,227,2134,1163,5265,0,1170,634,3688,5256,45,132,28,20905
2002,3,Man.,68,18,139,83,147,1796,0,781,1874,1079,28,26,10,6049
2002,3,Sask.,28,20,94,28,80,624,707,0,4012,1023,20,10,14,6660
2002,3,Alta.,647,117,827,495,593,3635,979,2142,0,6585,88,283,25,16416
2002,3,B.C.,125,81,470,213,804,4468,756,844,7880,0,96,199,0,15936
2002,3,Y.T.,0,2,6,11,0,79,25,21,141,181,0,27,7,500
2002,3,N.W.T.,73,3,35,6,0,141,21,48,355,58,27,0,16,783
2002,3,Nvt.,0,0,0,7,39,71,11,0,57,33,2,44,0,264
2002,4,N.L.,0,26,222,142,50,625,20,25,482,117,0,55,0,1764
2002,4,P.E.I.,36,0,33,113,7,131,2,0,48,35,0,8,3,416
2002,4,N.S.,175,114,0,335,210,934,64,9,508,300,48,19,4,2720
2002,4,N.B.,120,60,329,0,365,584,3,4,360,103,11,37,4,1980
2002,4,Que.,21,11,129,218,0,2702,33,6,321,362,10,21,28,3862
2002,4,Ont.,737,106,869,638,2942,0,894,320,2506,2515,37,63,24,11651
2002,4,Man.,32,0,122,17,33,703,0,395,914,677,0,13,25,2931
2002,4,Sask.,0,0,40,18,24,295,401,0,1960,544,6,49,0,3337
2002,4,Alta.,353,79,362,280,478,1983,616,1475,0,4036,60,127,7,9856
2002,4,B.C.,91,26,254,125,435,2517,355,391,4244,0,122,67,0,8627
2002,4,Y.T.,11,1,14,0,0,33,0,0,47,113,0,8,0,227
2002,4,N.W.T.,11,3,0,11,0,55,0,29,227,123,12,0,12,483
2002,4,Nvt.,0,0,17,0,14,55,8,3,22,0,3,18,0,140
2003,1,N.L.,0,82,370,75,30,1061,81,25,519,88,0,47,64,2442
2003,1,P.E.I.,47,0,98,96,4,132,0,28,77,0,0,7,3,492
2003,1,N.S.,317,85,0,661,68,1307,76,33,457,150,0,23,21,3198
2003,1,N.B.,148,56,541,0,431,659,35,10,328,114,0,0,0,2322
2003,1,Que.,74,40,85,273,0,3181,92,80,398,341,0,9,26,4599
2003,1,Ont.,883,168,1265,635,2818,0,826,246,2497,2603,20,81,57,12099
2003,1,Man.,55,18,86,39,71,939,0,413,807,562,21,18,17,3046
2003,1,Sask.,12,0,62,33,50,394,722,0,2687,403,0,67,6,4436
2003,1,Alta.,411,54,408,294,240,2076,790,1420,0,4206,70,158,4,10131
2003,1,B.C.,92,0,299,109,488,2706,513,478,5218,0,125,117,0,10145
2003,1,Y.T.,0,2,0,0,0,20,0,0,100,121,0,6,0,249
2003,1,N.W.T.,0,3,18,11,12,21,73,29,202,97,36,0,42,544
2003,1,Nvt.,72,13,0,2,39,88,48,9,0,0,0,26,0,297
2003,2,N.L.,0,73,636,159,116,1184,31,51,825,150,22,86,87,3420
2003,2,P.E.I.,46,0,248,126,53,240,13,9,117,60,0,8,4,924
2003,2,N.S.,365,163,0,739,222,1699,127,76,646,444,0,45,50,4576
2003,2,N.B.,94,168,897,0,576,1056,80,68,360,150,0,27,33,3509
2003,2,Que.,98,54,282,544,0,5398,116,121,722,756,37,15,29,8172
2003,2,Ont.,1087,314,1985,1004,4470,0,1144,499,3774,4442,57,86,82,18944
2003,2,Man.,45,3,112,97,267,1255,0,758,1235,721,0,57,6,4556
2003,2,Sask.,78,14,90,53,145,605,625,0,3139,1005,40,64,22,5880
2003,2,Alta.,723,70,746,498,658,3277,1022,2430,0,6495,99,261,42,16321
2003,2,B.C.,149,56,490,231,621,4041,765,923,6760,0,236,59,76,14407
2003,2,Y.T.,0,0,22,0,42,47,0,30,70,47,0,16,0,274
2003,2,N.W.T.,26,3,9,18,46,47,32,26,280,76,10,0,37,610
2003,2,Nvt.,108,0,58,9,20,44,27,14,66,33,0,61,0,440
2003,3,N.L.,0,33,404,151,63,919,64,41,731,135,18,34,28,2621
2003,3,P.E.I.,44,0,241,116,14,187,20,22,35,28,2,6,2,717
2003,3,N.S.,394,154,0,784,372,1817,98,40,1003,602,12,31,25,5332
2003,3,N.B.,199,93,706,0,791,1352,78,51,564,161,0,18,8,4021
2003,3,Que.,44,2,242,591,0,4827,118,51,685,722,18,19,14,7333
2003,3,Ont.,1113,270,2102,1011,5445,0,1268,624,4258,4944,50,200,38,21323
2003,3,Man.,55,42,148,48,114,1444,0,687,1550,1140,27,27,13,5295
2003,3,Sask.,32,14,83,90,72,578,653,0,3048,1155,0,58,0,5783
2003,3,Alta.,482,87,682,450,608,3235,822,2066,0,6802,114,211,0,15559
2003,3,B.C.,110,50,508,183,770,3463,668,759,6242,0,225,107,8,13093
2003,3,Y.T.,12,0,0,4,3,40,0,12,109,121,0,12,1,314
2003,3,N.W.T.,44,5,0,0,20,102,37,46,340,82,22,0,6,704
2003,3,Nvt.,22,0,31,0,39,35,15,35,13,31,3,41,0,265
2003,4,N.L.,0,46,274,109,13,638,0,44,510,107,0,55,23,1819
2003,4,P.E.I.,33,0,79,116,8,87,0,11,64,14,0,7,1,420
2003,4,N.S.,215,134,0,333,107,929,107,36,357,185,6,24,0,2433
2003,4,N.B.,67,78,432,0,360,553,36,29,225,75,0,18,0,1873
2003,4,Que.,22,22,104,163,0,2548,47,35,362,448,0,12,13,3776
2003,4,Ont.,702,141,895,502,2710,0,698,296,2095,3069,76,52,19,11255
2003,4,Man.,25,0,39,39,34,533,0,312,942,642,3,5,8,2582
2003,4,Sask.,10,0,84,0,61,293,335,0,1932,500,8,9,9,3241
2003,4,Alta.,404,38,318,253,271,1574,632,1194,0,4128,42,146,15,9015
2003,4,B.C.,49,36,293,72,259,2029,342,430,3961,0,60,77,4,7612
2003,4,Y.T.,0,0,0,5,25,8,0,0,78,67,0,4,1,188
2003,4,N.W.T.,40,4,0,0,0,13,14,8,167,45,10,0,22,323
2003,4,Nvt.,0,4,20,0,13,38,0,0,0,15,0,21,0,111
2004,1,N.L.,0,49,418,121,9,987,69,30,792,99,0,90,22,2686
2004,1,P.E.I.,8,0,98,43,6,117,0,8,111,56,0,0,2,449
2004,1,N.S.,332,113,0,580,89,1161,60,79,683,305,6,43,6,3457
2004,1,N.B.,123,112,422,0,326,672,40,11,421,166,0,43,14,2350
2004,1,Que.,42,40,109,294,0,3294,56,71,400,430,22,3,13,4774
2004,1,Ont.,753,173,1104,934,3139,0,1025,244,2759,3084,30,71,28,13344
2004,1,Man.,9,0,62,75,88,975,0,537,822,650,0,17,10,3245
2004,1,Sask.,17,5,43,23,75,391,515,0,2392,611,4,62,0,4138
2004,1,Alta.,438,17,332,310,355,2085,819,1809,0,4240,67,174,25,10671
2004,1,B.C.,137,28,223,140,348,2513,567,489,5012,0,124,69,24,9674
2004,1,Y.T.,0,0,0,4,15,59,25,20,81,145,0,0,0,349
2004,1,N.W.T.,7,5,0,0,23,103,29,14,337,192,48,0,32,790
2004,1,Nvt.,42,0,21,0,4,82,47,4,53,6,0,33,0,292
2004,2,N.L.,0,53,538,189,89,1102,97,27,916,147,0,49,91,3298
2004,2,P.E.I.,22,0,166,111,52,225,21,0,180,63,0,0,0,840
2004,2,N.S.,311,159,0,687,262,1630,91,76,851,472,6,18,74,4637
2004,2,N.B.,90,116,754,0,613,778,62,37,499,233,14,3,7,3206
2004,2,Que.,77,32,241,609,0,5585,176,113,815,969,4,22,23,8666
2004,2,Ont.,1054,264,1630,942,4548,0,1184,442,3413,4562,56,43,61,18199
2004,2,Man.,54,7,123,94,179,1253,0,693,1431,816,7,44,43,4744
2004,2,Sask.,25,6,74,8,92,497,757,0,3371,1013,29,24,14,5910
2004,2,Alta.,492,98,488,293,462,3026,919,2209,0,6608,86,246,44,14971
2004,2,B.C.,144,32,349,144,694,3212,671,723,5877,0,155,145,16,12162
2004,2,Y.T.,0,0,39,5,8,44,0,17,102,229,0,37,0,481
2004,2,N.W.T.,48,3,168,41,31,83,10,69,193,86,5,0,14,751
2004,2,Nvt.,54,5,0,23,48,70,9,0,40,6,0,33,0,288
2004,3,N.L.,0,19,495,167,31,908,37,27,1150,109,5,10,9,2967
2004,3,P.E.I.,23,0,166,89,17,192,0,24,211,85,1,0,3,811
2004,3,N.S.,412,180,0,719,270,2118,147,123,1263,667,11,62,0,5972
2004,3,N.B.,195,139,846,0,602,1050,53,27,864,231,0,30,5,4042
2004,3,Que.,29,6,232,466,0,4653,147,66,1020,807,6,0,13,7445
2004,3,Ont.,875,163,2000,1232,4653,0,1328,490,5459,4578,67,136,12,20993
2004,3,Man.,47,15,197,122,129,1351,0,710,2075,1179,10,28,14,5877
2004,3,Sask.,37,5,58,36,69,648,522,0,3656,857,0,45,0,5933
2004,3,Alta.,438,64,570,354,491,2902,796,1932,0,6302,133,144,12,14138
2004,3,B.C.,171,59,491,96,660,3020,636,564,6731,0,206,97,0,12731
2004,3,Y.T.,2,1,8,7,19,51,4,25,83,123,0,14,3,340
2004,3,N.W.T.,30,2,34,8,0,67,13,26,368,127,53,0,8,736
2004,3,Nvt.,37,0,47,7,44,31,0,20,37,44,0,27,0,294
2004,4,N.L.,0,4,217,79,52,683,52,22,560,120,4,30,0,1823
2004,4,P.E.I.,24,0,106,79,4,69,5,0,99,24,0,0,0,410
2004,4,N.S.,227,30,0,444,196,803,54,16,919,294,24,20,20,3047
2004,4,N.B.,99,45,394,0,427,666,25,36,386,114,11,8,0,2211
2004,4,Que.,19,7,118,338,0,3577,88,22,683,563,0,17,7,5439
2004,4,Ont.,835,144,1016,612,3167,0,738,322,3534,3753,27,52,12,14212
2004,4,Man.,34,6,35,19,112,734,0,474,1141,694,10,20,18,3297
2004,4,Sask.,6,5,46,18,22,322,469,0,2695,826,0,29,14,4452
2004,4,Alta.,338,48,306,203,333,1667,528,1106,0,4119,32,163,13,8856
2004,4,B.C.,102,24,266,158,481,1958,385,416,4767,0,85,63,0,8705
2004,4,Y.T.,2,0,11,0,0,11,4,3,30,155,0,0,0,216
2004,4,N.W.T.,0,3,14,0,18,48,28,19,231,98,25,0,5,489
2004,4,Nvt.,29,0,0,6,0,46,32,0,0,0,3,7,0,123
2005,1,N.L.,0,87,426,111,21,1012,99,28,1287,182,5,59,38,3355
2005,1,P.E.I.,36,0,113,107,5,80,9,6,169,42,0,0,0,567
2005,1,N.S.,235,174,0,541,98,1465,42,48,1106,465,0,41,41,4256
2005,1,N.B.,105,95,580,0,275,709,88,21,477,104,0,8,0,2462
2005,1,Que.,63,9,171,337,0,3195,62,50,396,533,11,29,0,4856
2005,1,Ont.,821,163,1055,640,2972,0,816,268,3869,3281,56,36,56,14033
2005,1,Man.,34,10,54,84,71,1124,0,498,1370,865,9,24,12,4155
2005,1,Sask.,12,5,37,15,25,357,515,0,3595,753,42,22,14,5392
2005,1,Alta.,376,24,437,164,332,1932,694,1428,0,4721,21,223,11,10363
2005,1,B.C.,76,13,258,117,216,2270,476,570,6024,0,59,69,36,10184
2005,1,Y.T.,2,0,17,6,0,4,17,9,16,155,0,4,4,234
2005,1,N.W.T.,20,3,20,21,0,66,40,45,312,126,32,0,26,711
2005,1,Nvt.,0,6,16,6,13,71,40,28,32,12,0,18,0,242
2005,2,N.L.,0,87,358,162,100,1041,26,39,1629,119,3,84,130,3778
2005,2,P.E.I.,35,0,140,191,62,235,14,6,152,36,1,11,5,888
2005,2,N.S.,315,253,0,701,212,1529,68,32,1218,398,17,42,21,4806
2005,2,N.B.,105,149,667,0,662,1032,44,24,851,365,6,31,27,3963
2005,2,Que.,63,59,282,598,0,6233,127,122,1318,1046,55,12,41,9956
2005,2,Ont.,1156,281,1698,948,4234,0,1065,567,5589,5620,45,96,127,21426
2005,2,Man.,46,12,99,83,197,1471,0,541,2334,1222,10,28,35,6078
2005,2,Sask.,20,5,94,41,139,607,615,0,4530,1014,30,74,0,7169
2005,2,Alta.,508,90,469,346,478,2924,668,1860,0,7010,74,180,31,14638
2005,2,B.C.,69,35,305,119,759,4307,520,708,7300,0,201,102,21,14446
2005,2,Y.T.,2,1,6,0,12,18,12,14,308,180,0,30,0,583
2005,2,N.W.T.,51,3,47,0,19,137,27,49,495,154,28,0,34,1044
2005,2,Nvt.,52,4,18,7,34,98,5,0,79,8,8,87,0,400
2005,3,N.L.,0,54,383,208,81,908,61,44,1335,149,0,23,9,3255
2005,3,P.E.I.,12,0,169,133,31,209,13,3,212,100,0,21,1,904
2005,3,N.S.,363,170,0,879,287,1880,120,82,1398,602,30,97,0,5908
2005,3,N.B.,181,159,921,0,685,1260,92,55,1177,242,0,24,0,4796
2005,3,Que.,30,0,353,627,0,5206,142,77,1255,936,31,8,6,8671
2005,3,Ont.,1115,179,2047,1272,4698,0,1229,699,6199,5292,66,96,67,22959
2005,3,Man.,40,23,139,119,157,1580,0,857,2227,1252,16,5,21,6436
2005,3,Sask.,9,0,62,45,48,650,610,0,3955,1069,12,30,0,6490
2005,3,Alta.,579,132,576,437,517,2878,826,1977,0,6727,87,148,0,14884
2005,3,B.C.,104,69,499,136,713,3477,573,705,6893,0,208,82,0,13459
2005,3,Y.T.,0,2,0,0,19,41,13,0,137,117,0,0,0,329
2005,3,N.W.T.,18,2,31,0,0,130,14,71,213,145,20,0,0,644
2005,3,Nvt.,50,0,0,0,28,17,19,19,26,0,1,23,0,183
2005,4,N.L.,0,4,300,53,16,464,14,29,1432,84,0,69,16,2481
2005,4,P.E.I.,40,0,84,39,4,84,4,8,238,24,0,0,2,527
2005,4,N.S.,222,92,0,389,115,798,47,58,1328,272,0,16,19,3356
2005,4,N.B.,37,31,412,0,279,538,25,4,713,194,0,0,34,2267
