Year,Quarter,Origin,N.L.,P.E.I.,N.S.,N.B.,Que.,Ont.,Man.,Sask.,Alta.,B.C.,Y.T.,N.W.T.,Nvt.,Total
1985,3,N.B.,105,169,1089,0,967,1945,199,102,488,333,14,49,0,5460
1985,3,Que.,79,100,569,920,0,9848,274,142,709,841,23,52,0,13557
1985,3,Ont.,814,319,2220,1399,6055,0,2040,964,3585,3718,85,235,0,21434
1985,3,Man.,64,46,274,184,345,2407,0,1080,1306,1315,14,87,0,7122
1985,3,Sask.,49,34,146,123,158,1448,1066,0,2713,1177,39,61,0,7014
1985,3,Alta.,388,128,995,454,1167,8156,1512,2636,0,7062,158,307,0,22963
1985,3,B.C.,160,67,631,335,848,5698,901,1011,5780,0,219,161,0,15811
1985,3,Y.T.,4,0,3,2,23,104,19,54,119,320,0,11,0,659
1985,3,N.W.T.,83,29,78,30,116,233,140,81,445,219,35,0,0,1489
1985,4,N.L.,0,37,476,87,81,1194,77,15,438,167,0,28,0,2600
1985,4,P.E.I.,21,0,141,114,27,159,7,10,57,44,1,0,0,581
1985,4,N.S.,245,169,0,628,173,1506,156,61,599,327,6,45,0,3915
1985,4,N.B.,52,128,613,0,426,992,122,33,266,132,0,42,0,2806
1985,4,Que.,54,35,189,467,0,4597,215,86,424,413,11,38,0,6529
1985,4,Ont.,624,262,1039,578,2652,0,1491,451,2960,2284,35,151,0,12527
1985,4,Man.,29,11,132,48,148,1283,0,508,995,714,32,89,0,3989
1985,4,Sask.,26,16,79,14,124,639,880,0,2519,1033,17,52,0,5399
1985,4,Alta.,237,93,295,225,385,4212,911,1326,0,3721,62,207,0,11674
1985,4,B.C.,81,24,323,131,293,2512,661,650,5681,0,157,197,0,10710
1985,4,Y.T.,9,2,1,3,6,93,10,39,167,225,0,32,0,587
1985,4,N.W.T.,66,0,32,27,32,118,70,38,384,115,52,0,0,934
1986,1,N.L.,0,29,343,51,39,1042,75,5,227,72,5,6,0,1894
1986,1,P.E.I.,15,0,146,73,15,115,14,10,58,3,1,0,0,450
1986,1,N.S.,242,119,0,391,159,1285,63,51,440,197,6,18,0,2971
1986,1,N.B.,110,75,498,0,349,855,33,13,183,75,0,6,0,2197
1986,1,Que.,45,9,140,271,0,2911,84,69,296,246,6,52,0,4129
1986,1,Ont.,433,87,731,518,2670,0,933,347,1977,1586,16,124,0,9422
1986,1,Man.,37,11,35,27,107,1109,0,572,810,561,0,36,0,3305
1986,1,Sask.,16,8,40,79,99,622,686,0,2191,754,6,54,0,4555
1986,1,Alta.,183,45,327,192,473,3486,583,1020,0,3210,51,173,0,9743
1986,1,B.C.,57,10,243,74,404,2878,460,424,4584,0,165,182,0,9481
1986,1,Y.T.,12,0,13,8,0,25,14,24,82,247,0,10,0,435
1986,1,N.W.T.,0,14,36,0,28,170,78,10,233,214,26,0,0,809
1986,2,N.L.,0,12,351,163,48,1472,40,32,380,150,13,46,0,2707
1986,2,P.E.I.,7,0,182,83,8,180,7,0,68,40,0,0,0,575
1986,2,N.S.,227,102,0,535,300,1733,66,44,505,382,3,5,0,3902
1986,2,N.B.,71,75,662,0,593,1241,60,59,236,139,0,0,0,3136
1986,2,Que.,27,17,202,482,0,5094,72,55,296,461,0,43,0,6749
1986,2,Ont.,431,83,1161,807,3955,0,807,496,1799,2859,27,27,0,12452
1986,2,Man.,47,9,92,75,221,2308,0,579,940,899,3,18,0,5191
1986,2,Sask.,36,16,105,63,117,1148,644,0,2297,976,23,37,0,5462
1986,2,Alta.,207,45,324,243,561,4619,765,1563,0,4915,73,167,0,13482
1986,2,B.C.,61,10,356,180,574,4482,578,532,5016,0,186,144,0,12119
1986,2,Y.T.,8,8,11,3,6,34,17,12,119,222,0,38,0,478
1986,2,N.W.T.,61,0,21,5,60,285,67,61,272,231,30,0,0,1093
1986,3,N.L.,0,51,916,226,178,2950,120,66,296,136,20,42,0,5001
1986,3,P.E.I.,35,0,409,203,125,388,33,0,103,70,4,0,0,1370
1986,3,N.S.,531,227,0,911,509,3147,271,88,696,732,6,31,0,7149
1986,3,N.B.,131,215,1090,0,1042,2239,161,108,435,283,20,29,0,5753
1986,3,Que.,102,51,459,761,0,8248,374,166,654,859,9,77,0,11760
1986,3,Ont.,1124,307,2372,1350,6718,0,1761,949,3562,4701,89,99,0,23032
1986,3,Man.,105,24,303,281,289,2709,0,1129,1229,1627,22,139,0,7857
1986,3,Sask.,61,31,150,118,208,1595,1080,0,3097,1605,77,85,0,8107
1986,3,Alta.,852,109,982,566,1367,11360,1556,2842,0,8704,199,342,0,28879
1986,3,B.C.,187,48,570,244,1011,6521,1101,926,5333,0,367,172,0,16480
1986,3,Y.T.,7,2,0,3,21,96,11,37,108,356,0,21,0,662
1986,3,N.W.T.,89,12,107,70,63,449,160,131,395,395,40,0,0,1911
1986,4,N.L.,0,8,339,90,35,1790,77,0,165,198,10,42,0,2754
1986,4,P.E.I.,12,0,156,77,15,204,24,13,25,21,8,16,0,571
1986,4,N.S.,306,115,0,482,159,1363,106,28,565,338,0,32,0,3494
1986,4,N.B.,141,133,505,0,451,1240,124,47,203,147,11,24,0,3026
1986,4,Que.,91,54,172,375,0,4221,127,40,408,451,23,43,0,6005
1986,4,Ont.,919,210,1025,684,2406,0,1408,389,2359,2239,48,137,0,11824
1986,4,Man.,65,10,55,62,100,1543,0,567,922,854,14,54,0,4246
1986,4,Sask.,3,2,41,7,84,737,813,0,2137,833,28,58,0,4743
1986,4,Alta.,418,98,302,198,438,6542,1171,1658,0,4688,176,252,0,15941
1986,4,B.C.,79,26,324,122,377,3492,800,605,4527,0,319,165,0,10836
1986,4,Y.T.,0,0,7,0,10,68,29,16,100,205,0,19,0,454
1986,4,N.W.T.,63,10,41,6,40,124,116,25,351,263,55,0,0,1094
1987,1,N.L.,0,16,212,86,38,1134,77,13,213,63,0,24,0,1876
1987,1,P.E.I.,25,0,66,40,0,152,4,0,17,24,0,8,0,336
1987,1,N.S.,176,125,0,488,158,1253,72,17,304,228,12,21,0,2854
1987,1,N.B.,59,49,362,0,242,810,65,12,141,62,0,0,0,1802
1987,1,Que.,54,12,156,282,0,3012,129,43,214,273,3,40,0,4218
1987,1,Ont.,588,157,759,633,2667,0,1048,349,1867,2139,15,137,0,10359
1987,1,Man.,65,13,31,36,88,1242,0,561,726,751,3,46,0,3562
1987,1,Sask.,17,19,25,15,63,605,623,0,1810,600,9,28,0,3814
1987,1,Alta.,168,48,279,182,381,4207,887,1545,0,4269,128,321,0,12415
1987,1,B.C.,99,13,263,47,340,3029,394,492,3269,0,205,101,0,8252
1987,1,Y.T.,5,0,6,4,0,31,6,25,59,183,0,8,0,327
1987,1,N.W.T.,83,5,22,6,46,201,105,36,211,124,49,0,0,888
1987,2,N.L.,0,37,417,168,24,1744,46,26,194,89,13,58,0,2816
1987,2,P.E.I.,16,0,144,148,29,211,0,13,52,35,0,0,0,648
1987,2,N.S.,194,94,0,645,250,2239,64,85,182,381,0,36,0,4170
1987,2,N.B.,71,100,713,0,473,1454,89,55,155,176,6,6,0,3298
1987,2,Que.,17,38,342,556,0,5201,98,50,249,696,0,7,0,7254
1987,2,Ont.,684,134,1401,1024,3664,0,962,464,1551,3236,32,75,0,13227
1987,2,Man.,30,8,191,45,193,2029,0,655,632,1101,15,39,0,4938
1987,2,Sask.,19,15,81,82,102,1256,549,0,1607,1243,21,40,0,5015
1987,2,Alta.,213,72,486,353,572,5761,720,1764,0,6585,125,216,0,16867
1987,2,B.C.,81,22,399,144,448,4206,456,628,2753,0,189,121,0,9447
1987,2,Y.T.,13,0,5,15,10,46,9,12,45,207,0,13,0,375
1987,2,N.W.T.,26,0,41,18,74,194,18,47,183,271,23,0,0,895
1987,3,N.L.,0,43,736,273,138,3351,109,41,286,218,19,56,0,5270
1987,3,P.E.I.,53,0,205,241,65,423,2,32,119,100,0,0,0,1240
1987,3,N.S.,427,279,0,1077,550,4212,248,195,548,843,8,48,0,8435
1987,3,N.B.,199,150,1256,0,1284,2751,521,72,365,314,4,12,0,6928
1987,3,Que.,96,63,531,973,0,10099,358,144,658,1011,18,19,0,13970
1987,3,Ont.,1419,393,2684,2043,6704,0,1605,857,3281,5378,69,160,0,24593
1987,3,Man.,162,39,315,224,404,3252,0,1137,1470,2108,25,132,0,9268
1987,3,Sask.,72,29,132,91,255,2052,1331,0,3046,1935,55,120,0,9118
1987,3,Alta.,391,129,1011,649,1098,9934,1558,2680,0,11156,193,411,0,29210
1987,3,B.C.,227,43,654,307,838,6819,838,838,4699,0,334,172,0,15769
1987,3,Y.T.,12,0,19,10,16,90,50,50,125,464,0,5,0,841
1987,3,N.W.T.,112,12,68,21,88,370,104,110,439,353,64,0,0,1741
1987,4,N.L.,0,27,335,112,53,1856,102,13,222,101,19,6,0,2846
1987,4,P.E.I.,3,0,147,92,21,189,10,0,33,20,0,2,0,517
1987,4,N.S.,280,182,0,451,238,1754,158,46,486,548,4,53,0,4200
1987,4,N.B.,142,127,524,0,417,1021,147,37,321,142,0,18,0,2896
1987,4,Que.,111,49,191,405,0,4906,190,48,490,473,25,68,0,6956
1987,4,Ont.,1324,325,1386,801,2873,0,1492,443,3163,3511,86,126,0,15530
1987,4,Man.,107,29,69,43,80,1734,0,546,1086,1278,0,82,0,5054
1987,4,Sask.,43,28,45,85,110,1174,909,0,2756,1246,15,116,0,6527
1987,4,Alta.,383,84,359,169,427,5501,1221,1261,0,5691,136,376,0,15608
1987,4,B.C.,82,12,259,109,366,3227,675,414,4435,0,337,135,0,10051
1987,4,Y.T.,0,0,29,15,12,94,22,10,140,286,0,27,0,635
1987,4,N.W.T.,36,7,43,7,51,176,70,25,436,195,48,0,0,1094
1988,1,N.L.,0,25,252,96,58,1129,30,16,168,65,3,44,0,1886
1988,1,P.E.I.,30,0,140,73,21,145,8,3,15,25,0,6,0,466
1988,1,N.S.,278,153,0,461,167,1332,42,23,227,324,4,26,0,3037
1988,1,N.B.,79,96,595,0,280,908,81,26,106,127,13,42,0,2353
1988,1,Que.,57,20,174,333,0,3000,58,56,296,380,4,37,0,4415
1988,1,Ont.,923,146,999,614,2769,0,994,288,2136,2859,50,130,0,11908
1988,1,Man.,45,12,88,23,135,1432,0,488,682,792,3,98,0,3798
1988,1,Sask.,4,14,56,11,58,742,708,0,2376,1035,43,74,0,5121
1988,1,Alta.,155,50,252,120,320,3490,691,1001,0,5004,141,208,0,11432
1988,1,B.C.,67,21,195,63,269,2654,389,419,3116,0,281,100,0,7574
1988,1,Y.T.,4,4,0,3,0,51,5,0,70,153,0,12,0,302
1988,1,N.W.T.,36,0,29,0,44,152,73,31,268,97,35,0,0,765
1988,2,N.L.,0,64,390,140,54,1597,54,18,134,124,0,25,0,2600
1988,2,P.E.I.,24,0,158,125,26,240,13,7,42,5,5,0,0,645
1988,2,N.S.,222,128,0,636,287,2031,77,49,200,432,4,16,0,4082
1988,2,N.B.,65,51,530,0,461,1351,39,29,151,199,4,0,0,2880
1988,2,Que.,43,29,369,521,0,6361,62,72,360,880,12,18,0,8727
1988,2,Ont.,1004,193,1606,1062,3942,0,728,478,2175,4215,29,88,0,15520
1988,2,Man.,51,3,154,101,154,2090,0,502,799,1401,29,37,0,5321
1988,2,Sask.,13,0,42,37,84,1237,705,0,2137,1543,18,58,0,5874
1988,2,Alta.,196,61,460,313,577,3875,549,1394,0,6695,98,291,0,14509
1988,2,B.C.,95,31,411,140,540,3616,447,558,3225,0,224,81,0,9368
1988,2,Y.T.,0,0,0,3,16,68,3,11,26,232,0,5,0,364
1988,2,N.W.T.,26,12,68,27,25,280,90,65,223,283,32,0,0,1131
1988,3,N.L.,0,51,777,247,205,3050,83,24,372,199,0,57,0,5065
1988,3,P.E.I.,55,0,415,210,79,406,42,21,112,86,1,0,0,1427
1988,3,N.S.,461,297,0,1084,674,3911,226,88,605,879,0,67,0,8292
1988,3,N.B.,257,185,1290,0,1284,2341,187,71,500,378,0,17,0,6510
1988,3,Que.,119,86,594,1119,0,9877,416,174,820,1261,4,70,0,14540
1988,3,Ont.,2047,461,3128,2150,7970,0,1859,983,4440,7575,67,184,0,30864
1988,3,Man.,147,16,369,205,412,2946,0,1128,1951,2397,8,80,0,9659
1988,3,Sask.,34,18,229,111,179,1966,1091,0,4651,2582,25,137,0,11023
1988,3,Alta.,383,106,784,531,822,6455,959,2071,0,10180,140,274,0,22705
1988,3,B.C.,214,53,917,296,942,5211,836,927,5090,0,310,142,0,14938
1988,3,Y.T.,13,0,0,22,15,79,30,20,163,434,0,17,0,793
1988,3,N.W.T.,14,9,66,53,82,212,112,80,404,256,22,0,0,1310
1988,4,N.L.,0,57,317,147,37,1371,67,19,270,142,39,46,0,2512
1988,4,P.E.I.,35,0,142,83,6,173,0,8,25,8,1,21,0,502
1988,4,N.S.,352,227,0,571,172,1392,122,32,520,358,0,48,0,3794
1988,4,N.B.,94,182,557,0,445,1225,102,30,325,170,0,11,0,3141
1988,4,Que.,67,61,241,474,0,4988,116,37,410,543,24,32,0,6993
1988,4,Ont.,1672,324,1480,1051,3210,0,1484,403,3476,4181,54,177,0,17512
1988,4,Man.,65,25,90,57,160,1956,0,552,1552,1337,34,120,0,5948
1988,4,Sask.,45,27,30,31,65,1065,857,0,4006,1483,59,155,0,7823
1988,4,Alta.,248,102,266,221,341,3546,969,1055,0,5530,187,332,0,12797
1988,4,B.C.,126,35,305,134,347,2460,545,367,4840,0,381,142,0,9682
1988,4,Y.T.,0,7,20,5,18,49,34,10,142,324,0,26,0,635
1988,4,N.W.T.,67,4,15,8,45,164,62,44,454,218,48,0,0,1129
1989,1,N.L.,0,21,266,87,20,846,50,3,182,64,6,50,0,1595
1989,1,P.E.I.,20,0,96,52,3,150,11,0,25,16,1,8,0,382
1989,1,N.S.,251,134,0,432,158,1131,67,17,323,259,0,30,0,2802
1989,1,N.B.,60,75,312,0,267,783,28,14,151,102,19,44,0,1855
1989,1,Que.,14,15,135,345,0,3560,123,49,431,392,8,49,0,5121
1989,1,Ont.,1142,151,1224,793,2911,0,768,365,2430,3597,45,98,0,13524
1989,1,Man.,21,8,26,70,142,1311,0,547,1014,1140,15,58,0,4352
1989,1,Sask.,10,12,18,43,35,713,737,0,2845,1250,27,46,0,5736
1989,1,Alta.,198,45,180,167,257,2343,698,1138,0,5103,112,312,0,10553
1989,1,B.C.,75,43,221,143,268,2072,348,330,3671,0,207,123,0,7501
1989,1,Y.T.,6,0,0,3,6,50,4,17,98,289,0,4,0,477
1989,1,N.W.T.,11,0,20,4,33,176,33,37,277,106,33,0,0,730
1989,2,N.L.,0,33,493,131,35,1568,22,40,137,123,3,4,0,2589
1989,2,P.E.I.,23,0,182,157,44,198,21,0,42,30,1,0,0,698
1989,2,N.S.,220,131,0,511,236,1893,52,60,225,429,17,10,0,3784
1989,2,N.B.,58,41,703,0,509,1443,42,33,203,205,6,0,0,3243
1989,2,Que.,42,15,301,548,0,6356,75,78,359,929,8,46,0,8757
1989,2,Ont.,1092,218,1816,1291,4104,0,916,417,2563,4987,62,107,0,17573
1989,2,Man.,48,8,156,109,169,1968,0,658,928,1313,29,52,0,5438
1989,2,Sask.,29,9,60,43,91,1124,699,0,2790,1605,19,43,0,6512
1989,2,Alta.,173,58,459,262,454,3023,616,1443,0,6603,116,323,0,13530
1989,2,B.C.,54,35,451,130,486,3373,501,539,3846,0,179,109,0,9703
1989,2,Y.T.,4,0,0,11,6,82,8,24,129,310,0,30,0,604
1989,2,N.W.T.,40,5,58,9,49,206,66,70,260,272,12,0,0,1047
1989,3,N.L.,0,53,828,313,236,3299,87,32,404,265,0,63,0,5580
1989,3,P.E.I.,53,0,461,238,118,519,33,32,131,122,1,0,0,1708
1989,3,N.S.,486,329,0,1235,800,3927,212,95,611,969,0,58,0,8722
1989,3,N.B.,227,188,1448,0,1286,2325,196,69,469,400,0,20,0,6628
1989,3,Que.,104,70,647,1246,0,10931,420,185,929,1733,7,55,0,16327
1989,3,Ont.,1955,424,3503,2275,8531,0,2053,1040,5303,8844,68,173,0,34169
1989,3,Man.,126,23,329,226,386,2936,0,1218,2154,2914,12,81,0,10405
1989,3,Sask.,32,12,204,82,206,1764,1132,0,5179,3294,28,145,0,12078
1989,3,Alta.,313,84,846,558,830,5301,905,2372,0,12139,124,278,0,23750
1989,3,B.C.,168,39,962,288,980,4797,906,1104,5299,0,283,129,0,14955
1989,3,Y.T.,12,0,0,10,13,61,15,18,138,413,0,10,0,690
1989,3,N.W.T.,14,11,60,37,62,201,97,82,368,311,30,0,0,1273
1989,4,N.L.,0,59,337,187,43,1484,71,25,292,190,45,52,0,2785
1989,4,P.E.I.,34,0,158,94,9,222,0,13,28,11,0,16,0,585
1989,4,N.S.,372,252,0,650,204,1397,114,34,525,395,0,40,0,3983
1989,4,N.B.,83,184,626,0,446,1217,107,29,304,180,0,14,0,3190
1989,4,Que.,59,50,263,526,0,5520,117,40,465,747,42,24,0,7853
1989,4,Ont.,1598,298,1658,1111,3435,0,1641,426,4151,4880,56,168,0,19422
1989,4,Man.,55,34,81,62,149,1948,0,596,1714,1624,54,125,0,6442
1989,4,Sask.,42,17,26,23,76,955,891,0,4462,1891,67,163,0,8613
1989,4,Alta.,202,82,287,232,343,2912,916,1208,0,6593,165,336,0,13276
1989,4,B.C.,100,26,321,131,361,2263,591,436,5039,0,346,129,0,9743
1989,4,Y.T.,0,2,20,3,17,38,18,10,120,309,0,15,0,552
1989,4,N.W.T.,68,6,15,6,35,155,54,44,415,265,63,0,0,1126
1990,1,N.L.,0,22,284,111,23,915,54,4,197,85,7,55,0,1757
1990,1,P.E.I.,19,0,105,60,5,191,8,0,28,23,0,6,0,445
1990,1,N.S.,265,149,0,492,188,1136,63,19,327,285,0,26,0,2950
1990,1,N.B.,54,77,350,0,267,778,29,14,141,108,21,55,0,1894
1990,1,Que.,12,12,147,384,0,3941,125,52,487,539,14,37,0,5750
1990,1,Ont.,1092,138,1371,838,3116,0,849,387,2902,4199,47,90,0,15029
1990,1,Man.,17,11,22,78,133,1307,0,590,1119,1384,24,61,0,4746
1990,1,Sask.,10,6,16,32,40,639,766,0,3167,1595,32,50,0,6353
1990,1,Alta.,162,36,193,175,260,1924,658,1302,0,6086,100,315,0,11211
1990,1,B.C.,60,32,232,140,279,1908,378,393,3822,0,188,112,0,7544
1990,1,Y.T.,6,0,0,1,6,38,2,16,83,276,0,3,0,431
1990,1,N.W.T.,11,0,18,3,25,167,29,37,254,129,44,0,0,717
1990,2,N.L.,0,22,491,166,27,1617,75,46,228,170,3,24,0,2869
1990,2,P.E.I.,27,0,224,153,37,191,17,13,99,75,1,0,0,837
1990,2,N.S.,309,101,0,567,324,2025,103,80,342,628,52,23,0,4554
1990,2,N.B.,77,58,801,0,543,1328,60,32,297,224,0,14,0,3434
1990,2,Que.,89,20,215,580,0,5824,129,103,652,1078,7,50,0,8747
1990,2,Ont.,1437,288,2103,1521,5048,0,1508,542,4469,6688,55,89,0,23748
1990,2,Man.,51,11,166,88,170,1743,0,783,1550,1538,34,64,0,6198
1990,2,Sask.,35,8,64,35,73,846,685,0,4117,2262,9,73,0,8207
1990,2,Alta.,185,50,448,202,411,2811,689,1542,0,7277,121,301,0,14037
1990,2,B.C.,40,33,427,133,425,2668,569,640,4710,0,174,174,0,9993
1990,2,Y.T.,8,5,8,8,6,56,11,24,131,293,0,29,0,579
1990,2,N.W.T.,33,0,39,15,63,182,47,82,245,198,18,0,0,922
1990,3,N.L.,0,73,788,334,75,2514,138,33,448,224,27,59,0,4713
1990,3,P.E.I.,76,0,258,201,49,367,42,24,134,77,0,0,0,1228
1990,3,N.S.,560,287,0,1140,584,3235,349,52,892,1095,12,39,0,8245
1990,3,N.B.,138,154,1207,0,923,1913,238,78,523,410,0,30,0,5614
1990,3,Que.,103,59,443,1098,0,9541,375,215,1118,1564,44,46,0,14606
1990,3,Ont.,2412,412,3274,2234,7418,0,2266,1082,7010,9312,78,178,0,35676
1990,3,Man.,87,16,240,193,327,2680,0,1104,2414,2813,31,110,0,10015
1990,3,Sask.,34,24,83,72,141,1367,1112,0,6012,2843,35,143,0,11866
1990,3,Alta.,315,92,644,360,684,4294,1236,2215,0,10191,175,390,0,20596
1990,3,B.C.,114,28,646,259,756,3979,874,1075,5977,0,254,136,0,14098
1990,3,Y.T.,5,0,20,16,18,93,20,38,159,488,0,25,0,882
1990,3,N.W.T.,21,0,52,27,88,190,58,129,395,286,69,0,0,1315
1990,4,N.L.,0,30,409,177,99,1171,65,22,230,164,27,40,0,2434
1990,4,P.E.I.,20,0,161,71,16,179,0,4,47,58,8,21,0,585
1990,4,N.S.,233,105,0,483,174,1412,101,27,251,544,3,35,0,3368
1990,4,N.B.,114,64,503,0,417,764,48,32,159,192,0,19,0,2312
1990,4,Que.,48,43,171,362,0,4692,98,43,419,883,17,32,0,6808
1990,4,Ont.,1394,237,1461,1101,2975,0,1067,518,3013,4480,68,116,0,16430
1990,4,Man.,35,0,95,45,125,1140,0,546,1146,1250,48,62,0,4492
1990,4,Sask.,6,0,66,11,30,454,609,0,3146,1367,35,112,0,5836
1990,4,Alta.,168,32,231,150,246,1607,651,1480,0,5361,42,220,0,10188
1990,4,B.C.,99,38,309,136,255,1964,496,624,3269,0,197,94,0,7481
1990,4,Y.T.,3,0,0,0,0,9,8,0,109,225,0,19,0,373
1990,4,N.W.T.,19,0,12,11,13,103,37,24,319,237,42,0,0,817
1991,1,N.L.,0,12,314,47,31,936,41,5,189,100,10,22,0,1707
1991,1,P.E.I.,32,0,64,105,15,124,5,16,34,26,0,0,0,421
1991,1,N.S.,227,72,0,478,134,1278,65,32,236,303,18,26,0,2869
1991,1,N.B.,40,93,308,0,262,671,63,18,192,128,6,5,0,1786
1991,1,Que.,36,22,110,327,0,3591,140,62,325,562,0,17,0,5192
1991,1,Ont.,1287,118,993,680,2457,0,801,383,2058,2793,14,129,0,11713
1991,1,Man.,21,9,47,36,95,1305,0,396,919,821,19,27,0,3695
1991,1,Sask.,9,0,28,8,57,367,454,0,2460,874,45,66,0,4368
1991,1,Alta.,100,38,204,140,194,1634,578,1509,0,4618,87,222,0,9324
1991,1,B.C.,40,4,244,54,230,1537,500,565,3033,0,164,110,0,6481
1991,1,Y.T.,2,0,0,0,0,16,8,9,81,176,0,11,0,303
1991,1,N.W.T.,9,17,27,16,20,55,36,24,313,133,6,0,0,656
1991,2,N.L.,0,54,370,150,68,1071,37,7,313,216,11,57,0,2354
1991,2,P.E.I.,25,0,352,99,42,192,6,13,82,84,0,5,0,900
1991,2,N.S.,244,174,0,667,236,1540,87,88,418,474,8,63,0,3999
1991,2,N.B.,159,100,598,0,609,1023,82,28,229,261,4,16,0,3109
1991,2,Que.,62,25,463,604,0,6536,154,77,836,1101,6,75,0,9939
1991,2,Ont.,1471,239,1908,1310,4122,0,1285,575,3831,5751,62,177,0,20731
1991,2,Man.,50,23,132,85,194,1540,0,686,1384,1615,6,64,0,5779
1991,2,Sask.,39,8,84,60,86,630,692,0,3346,1400,20,58,0,6423
1991,2,Alta.,217,76,471,234,409,2597,721,1740,0,6542,152,255,0,13414
1991,2,B.C.,130,31,487,158,478,2525,738,663,4696,0,288,110,0,10304
1991,2,Y.T.,19,0,6,0,13,21,6,9,68,194,0,8,0,344
1991,2,N.W.T.,55,0,36,5,55,66,54,47,272,181,7,0,0,778
1991,3,N.L.,0,106,838,281,123,1698,111,59,511,380,13,70,43,4233
1991,3,P.E.I.,65,0,450,159,38,361,45,30,173,121,0,4,0,1446
1991,3,N.S.,602,339,0,900,574,2934,292,105,957,1068,26,51,25,7873
1991,3,N.B.,148,110,1159,0,944,1904,248,95,664,494,10,22,14,5812
1991,3,Que.,102,72,542,912,0,8664,353,93,1135,2204,0,25,39,14141
1991,3,Ont.,1848,398,3320,2113,6951,0,2050,910,6111,8942,104,135,59,32941
1991,3,Man.,28,20,278,191,412,2525,0,1028,2345,2739,26,70,35,9697
1991,3,Sask.,73,16,122,86,157,1065,1183,0,5288,2705,94,120,32,10941
1991,3,Alta.,374,70,758,360,726,3991,1286,2844,0,10699,194,359,28,21689
1991,3,B.C.,90,35,744,258,793,3525,840,1262,6444,0,357,120,25,14493
1991,3,Y.T.,27,2,22,0,0,45,20,26,182,408,0,24,2,758
1991,3,N.W.T.,34,11,41,19,18,131,32,60,462,268,17,0,65,1158
1991,3,Nvt.,23,2,16,7,51,86,33,12,36,34,1,94,0,395
1991,4,N.L.,0,61,492,179,37,1237,26,37,256,275,41,25,13,2679
1991,4,P.E.I.,22,0,92,55,9,128,0,15,39,61,8,3,1,433
1991,4,N.S.,397,120,0,537,140,1307,39,30,298,410,0,7,3,3288
1991,4,N.B.,86,85,405,0,318,865,41,27,172,176,5,8,6,2194
1991,4,Que.,38,33,193,376,0,5304,122,88,442,799,20,18,23,7456
1991,4,Ont.,1335,200,1261,804,2687,0,991,536,2443,5321,64,62,26,15730
1991,4,Man.,24,3,89,40,62,1131,0,567,1007,1375,13,24,14,4349
1991,4,Sask.,18,7,28,16,39,438,569,0,2713,1282,11,48,14,5183
1991,4,Alta.,129,43,319,143,184,2007,574,1724,0,5277,80,261,20,10761
1991,4,B.C.,57,25,336,102,311,2088,530,688,3513,0,224,111,22,8007
1991,4,Y.T.,0,0,0,11,14,52,2,16,82,329,0,4,1,511
1991,4,N.W.T.,16,4,11,8,7,52,17,27,219,147,47,0,33,588
1991,4,Nvt.,9,1,4,3,26,34,18,4,16,18,4,47,0,184
1992,1,N.L.,0,8,263,91,36,853,29,7,186,166,0,20,10,1669
1992,1,P.E.I.,8,0,112,84,18,148,9,7,51,22,0,0,0,459
1992,1,N.S.,186,141,0,492,156,1119,71,30,307,466,17,0,0,2985
1992,1,N.B.,66,88,327,0,327,632,24,15,153,120,0,4,3,1759
1992,1,Que.,57,34,183,365,0,3850,44,68,399,729,10,8,11,5758
1992,1,Ont.,900,124,934,635,2504,0,845,415,2071,4025,10,56,24,12543
1992,1,Man.,52,0,74,7,62,1059,0,473,918,1129,13,74,41,3902
1992,1,Sask.,0,0,38,12,66,403,430,0,2131,996,72,9,3,4160
1992,1,Alta.,114,40,151,93,313,1768,643,1706,0,5115,134,228,17,10322
1992,1,B.C.,111,46,271,81,319,1772,444,458,3123,0,141,53,10,6829
1992,1,Y.T.,9,0,0,0,0,33,10,26,17,168,0,0,0,263
1992,1,N.W.T.,8,5,0,16,8,44,19,42,168,112,18,0,27,467
1992,1,Nvt.,5,1,0,5,25,30,21,8,13,13,2,39,0,162
1992,2,N.L.,0,58,312,168,72,1067,37,15,325,205,34,39,22,2354
1992,2,P.E.I.,40,0,290,87,56,178,4,18,111,46,0,5,1,836
1992,2,N.S.,225,112,0,577,253,1431,103,101,409,605,26,46,21,3909
1992,2,N.B.,128,152,535,0,593,1143,102,18,204,300,14,8,6,3203
1992,2,Que.,61,45,392,677,0,6637,175,97,725,1410,30,27,37,10313
1992,2,Ont.,1253,228,1716,1171,4417,0,1270,618,3565,6182,60,115,49,20644
1992,2,Man.,67,11,141,100,227,1353,0,643,1398,1609,32,43,24,5648
1992,2,Sask.,28,7,91,35,81,574,621,0,3033,1443,27,42,11,5993
1992,2,Alta.,180,43,396,270,472,2502,863,1906,0,6893,139,211,17,13892
1992,2,B.C.,170,26,568,184,424,2545,694,788,4506,0,346,93,18,10362
1992,2,Y.T.,9,0,0,0,37,18,8,5,51,195,0,13,2,338
1992,2,N.W.T.,28,4,34,4,7,50,33,42,256,191,28,0,41,718
1992,2,Nvt.,16,1,13,1,22,32,34,7,19,23,3,60,0,231
1992,3,N.L.,0,111,844,258,142,1546,82,60,488,423,12,95,47,4108
1992,3,P.E.I.,35,0,291,172,37,246,30,8,73,89,0,7,2,990
1992,3,N.S.,472,287,0,922,589,2853,307,106,897,1175,18,40,38,7704
1992,3,N.B.,115,98,1364,0,955,1754,192,80,784,556,3,31,16,5948
